Bandstructure_0@DMoire/Moire21.hdf5

+------------------------------------------------------------------------------+
| Bandstructure Report                                                         |
| ---------------------------------------------------------------------------- |
| Fermi level = -5.087760e+00                                                  |
| Unit = eV                                                                    |
| ---------------------------------------------------------------------------- |
| Route:                                                                       |
|    Fractional       Cartesian (1/Angstrom)                                   |
| G  [0  , 0  , 0  ]  [0.0000, 0.0000, 0.0000]  x = 0.0000e+00                 |
| M  [0  , 1/2, 0  ]  [0.4812, 0.2778, 0.0000]  x = 3.6603e-01                 |
| K  [1/3, 1/3, 0  ]  [0.6416, 0.0000, 0.0000]  x = 5.7735e-01                 |
| G  [0  , 0  , 0  ]  [0.0000, 0.0000, 0.0000]  x = 1.0000e+00                 |
|                                                                              |
+------------------------------------------------------------------------------+

# Band 0
x           Energy / eV  Fractional k-point
1.8301e-01  -1.7725e+01   [0.0000e+00, 2.5000e-01, 0.0000e+00]
2.0131e-01  -1.7845e+01   [0.0000e+00, 2.7500e-01, 0.0000e+00]
2.1962e-01  -1.7962e+01   [0.0000e+00, 3.0000e-01, 0.0000e+00]
2.3792e-01  -1.8074e+01   [0.0000e+00, 3.2500e-01, 0.0000e+00]
2.5622e-01  -1.8183e+01   [0.0000e+00, 3.5000e-01, 0.0000e+00]
2.7452e-01  -1.8287e+01   [0.0000e+00, 3.7500e-01, 0.0000e+00]
2.9282e-01  -1.8388e+01   [0.0000e+00, 4.0000e-01, 0.0000e+00]
3.1112e-01  -1.8485e+01   [0.0000e+00, 4.2500e-01, 0.0000e+00]
3.2942e-01  -1.8577e+01   [0.0000e+00, 4.5000e-01, 0.0000e+00]
3.4772e-01  -1.8666e+01   [0.0000e+00, 4.7500e-01, 0.0000e+00]
3.6603e-01  -1.8631e+01   [0.0000e+00, 5.0000e-01, 0.0000e+00]
3.7659e-01  -1.8631e+01   [1.6667e-02, 4.9167e-01, 0.0000e+00]
3.8716e-01  -1.8629e+01   [3.3333e-02, 4.8333e-01, 0.0000e+00]
3.9772e-01  -1.8625e+01   [5.0000e-02, 4.7500e-01, 0.0000e+00]
4.0829e-01  -1.8620e+01   [6.6667e-02, 4.6667e-01, 0.0000e+00]
4.1886e-01  -1.8614e+01   [8.3333e-02, 4.5833e-01, 0.0000e+00]
4.2942e-01  -1.8607e+01   [1.0000e-01, 4.5000e-01, 0.0000e+00]
4.3999e-01  -1.8598e+01   [1.1667e-01, 4.4167e-01, 0.0000e+00]
4.5056e-01  -1.8588e+01   [1.3333e-01, 4.3333e-01, 0.0000e+00]
4.6112e-01  -1.8576e+01   [1.5000e-01, 4.2500e-01, 0.0000e+00]
4.7169e-01  -1.8563e+01   [1.6667e-01, 4.1667e-01, 0.0000e+00]
4.8225e-01  -1.8549e+01   [1.8333e-01, 4.0833e-01, 0.0000e+00]
4.9282e-01  -1.8533e+01   [2.0000e-01, 4.0000e-01, 0.0000e+00]
5.0339e-01  -1.8516e+01   [2.1667e-01, 3.9167e-01, 0.0000e+00]
5.1395e-01  -1.8498e+01   [2.3333e-01, 3.8333e-01, 0.0000e+00]
5.2452e-01  -1.8478e+01   [2.5000e-01, 3.7500e-01, 0.0000e+00]
5.3509e-01  -1.8457e+01   [2.6667e-01, 3.6667e-01, 0.0000e+00]
5.4565e-01  -1.8435e+01   [2.8333e-01, 3.5833e-01, 0.0000e+00]
5.5622e-01  -1.8411e+01   [3.0000e-01, 3.5000e-01, 0.0000e+00]
5.6678e-01  -1.8420e+01   [3.1667e-01, 3.4167e-01, 0.0000e+00]
5.7735e-01  -1.8474e+01   [3.3333e-01, 3.3333e-01, 0.0000e+00]
5.9848e-01  -1.8419e+01   [3.1667e-01, 3.1667e-01, 0.0000e+00]
6.1962e-01  -1.8356e+01   [3.0000e-01, 3.0000e-01, 0.0000e+00]
6.4075e-01  -1.8288e+01   [2.8333e-01, 2.8333e-01, 0.0000e+00]
6.6188e-01  -1.8214e+01   [2.6667e-01, 2.6667e-01, 0.0000e+00]
6.8301e-01  -1.8134e+01   [2.5000e-01, 2.5000e-01, 0.0000e+00]
7.0415e-01  -1.8050e+01   [2.3333e-01, 2.3333e-01, 0.0000e+00]
7.2528e-01  -1.7960e+01   [2.1667e-01, 2.1667e-01, 0.0000e+00]
7.4641e-01  -1.7864e+01   [2.0000e-01, 2.0000e-01, 0.0000e+00]
7.6754e-01  -1.7764e+01   [1.8333e-01, 1.8333e-01, 0.0000e+00]
7.8868e-01  -1.7658e+01   [1.6667e-01, 1.6667e-01, 0.0000e+00]
8.0981e-01  -1.7547e+01   [1.5000e-01, 1.5000e-01, 0.0000e+00]
8.3094e-01  -1.7430e+01   [1.3333e-01, 1.3333e-01, 0.0000e+00]
8.5207e-01  -1.7309e+01   [1.1667e-01, 1.1667e-01, 0.0000e+00]
8.7321e-01  -1.7182e+01   [1.0000e-01, 1.0000e-01, 0.0000e+00]
8.9434e-01  -1.7050e+01   [8.3333e-02, 8.3333e-02, 0.0000e+00]
9.1547e-01  -1.6913e+01   [6.6667e-02, 6.6667e-02, 0.0000e+00]
9.3660e-01  -1.6772e+01   [5.0000e-02, 5.0000e-02, 0.0000e+00]
9.5774e-01  -1.6625e+01   [3.3333e-02, 3.3333e-02, 0.0000e+00]
9.7887e-01  -1.6474e+01   [1.6667e-02, 1.6667e-02, 0.0000e+00]
1.0000e+00  -1.6319e+01   [0.0000e+00, 0.0000e+00, 0.0000e+00]

# Band 3
x           Energy / eV  Fractional k-point
0.0000e+00  -1.6319e+01   [0.0000e+00, 0.0000e+00, 0.0000e+00]
1.8301e-02  -1.6395e+01   [0.0000e+00, 2.5000e-02, 0.0000e+00]
3.6603e-02  -1.6514e+01   [0.0000e+00, 5.0000e-02, 0.0000e+00]
5.4904e-02  -1.6663e+01   [0.0000e+00, 7.5000e-02, 0.0000e+00]
7.3205e-02  -1.6809e+01   [0.0000e+00, 1.0000e-01, 0.0000e+00]
9.1506e-02  -1.6952e+01   [0.0000e+00, 1.2500e-01, 0.0000e+00]
1.0981e-01  -1.7091e+01   [0.0000e+00, 1.5000e-01, 0.0000e+00]
1.2811e-01  -1.7226e+01   [0.0000e+00, 1.7500e-01, 0.0000e+00]
1.4641e-01  -1.7358e+01   [0.0000e+00, 2.0000e-01, 0.0000e+00]
1.6471e-01  -1.7486e+01   [0.0000e+00, 2.2500e-01, 0.0000e+00]
1.8301e-01  -1.7609e+01   [0.0000e+00, 2.5000e-01, 0.0000e+00]
2.0131e-01  -1.7730e+01   [0.0000e+00, 2.7500e-01, 0.0000e+00]
2.1962e-01  -1.7846e+01   [0.0000e+00, 3.0000e-01, 0.0000e+00]
2.3792e-01  -1.7958e+01   [0.0000e+00, 3.2500e-01, 0.0000e+00]
2.5622e-01  -1.8066e+01   [0.0000e+00, 3.5000e-01, 0.0000e+00]
2.7452e-01  -1.8170e+01   [0.0000e+00, 3.7500e-01, 0.0000e+00]
2.9282e-01  -1.8271e+01   [0.0000e+00, 4.0000e-01, 0.0000e+00]
3.1112e-01  -1.8367e+01   [0.0000e+00, 4.2500e-01, 0.0000e+00]
3.2942e-01  -1.8459e+01   [0.0000e+00, 4.5000e-01, 0.0000e+00]
3.4772e-01  -1.8547e+01   [0.0000e+00, 4.7500e-01, 0.0000e+00]
3.6603e-01  -1.8629e+01   [0.0000e+00, 5.0000e-01, 0.0000e+00]
3.7659e-01  -1.8629e+01   [1.6667e-02, 4.9167e-01, 0.0000e+00]
3.8716e-01  -1.8627e+01   [3.3333e-02, 4.8333e-01, 0.0000e+00]
3.9772e-01  -1.8623e+01   [5.0000e-02, 4.7500e-01, 0.0000e+00]
4.0829e-01  -1.8618e+01   [6.6667e-02, 4.6667e-01, 0.0000e+00]
4.1886e-01  -1.8612e+01   [8.3333e-02, 4.5833e-01, 0.0000e+00]
4.2942e-01  -1.8605e+01   [1.0000e-01, 4.5000e-01, 0.0000e+00]
4.3999e-01  -1.8596e+01   [1.1667e-01, 4.4167e-01, 0.0000e+00]
4.5056e-01  -1.8586e+01   [1.3333e-01, 4.3333e-01, 0.0000e+00]
4.6112e-01  -1.8574e+01   [1.5000e-01, 4.2500e-01, 0.0000e+00]
4.7169e-01  -1.8561e+01   [1.6667e-01, 4.1667e-01, 0.0000e+00]
4.8225e-01  -1.8547e+01   [1.8333e-01, 4.0833e-01, 0.0000e+00]
4.9282e-01  -1.8531e+01   [2.0000e-01, 4.0000e-01, 0.0000e+00]
5.0339e-01  -1.8514e+01   [2.1667e-01, 3.9167e-01, 0.0000e+00]
5.1395e-01  -1.8496e+01   [2.3333e-01, 3.8333e-01, 0.0000e+00]
5.2452e-01  -1.8476e+01   [2.5000e-01, 3.7500e-01, 0.0000e+00]
5.3509e-01  -1.8455e+01   [2.6667e-01, 3.6667e-01, 0.0000e+00]
5.4565e-01  -1.8432e+01   [2.8333e-01, 3.5833e-01, 0.0000e+00]
5.5622e-01  -1.8408e+01   [3.0000e-01, 3.5000e-01, 0.0000e+00]
5.6678e-01  -1.8385e+01   [3.1667e-01, 3.4167e-01, 0.0000e+00]
5.7735e-01  -1.8359e+01   [3.3333e-01, 3.3333e-01, 0.0000e+00]
5.9848e-01  -1.8417e+01   [3.1667e-01, 3.1667e-01, 0.0000e+00]
6.1962e-01  -1.8354e+01   [3.0000e-01, 3.0000e-01, 0.0000e+00]
6.4075e-01  -1.8286e+01   [2.8333e-01, 2.8333e-01, 0.0000e+00]
6.6188e-01  -1.8212e+01   [2.6667e-01, 2.6667e-01, 0.0000e+00]
6.8301e-01  -1.8132e+01   [2.5000e-01, 2.5000e-01, 0.0000e+00]
7.0415e-01  -1.8048e+01   [2.3333e-01, 2.3333e-01, 0.0000e+00]
7.2528e-01  -1.7958e+01   [2.1667e-01, 2.1667e-01, 0.0000e+00]
7.4641e-01  -1.7862e+01   [2.0000e-01, 2.0000e-01, 0.0000e+00]
7.6754e-01  -1.7762e+01   [1.8333e-01, 1.8333e-01, 0.0000e+00]
7.8868e-01  -1.7656e+01   [1.6667e-01, 1.6667e-01, 0.0000e+00]
8.0981e-01  -1.7545e+01   [1.5000e-01, 1.5000e-01, 0.0000e+00]
8.3094e-01  -1.7428e+01   [1.3333e-01, 1.3333e-01, 0.0000e+00]
8.5207e-01  -1.7307e+01   [1.1667e-01, 1.1667e-01, 0.0000e+00]
8.7321e-01  -1.7180e+01   [1.0000e-01, 1.0000e-01, 0.0000e+00]
8.9434e-01  -1.7049e+01   [8.3333e-02, 8.3333e-02, 0.0000e+00]
9.1547e-01  -1.6912e+01   [6.6667e-02, 6.6667e-02, 0.0000e+00]
9.3660e-01  -1.6770e+01   [5.0000e-02, 5.0000e-02, 0.0000e+00]
9.5774e-01  -1.6623e+01   [3.3333e-02, 3.3333e-02, 0.0000e+00]
